Name,Label,Country_specific,Scale_type,Type,Format,Valid,Invalid,Question,Group
edumbde1,"Mother's highest level of education, Germany:
h??chster allgemeinbildender Schulabschluss",yes,nominal,discrete,numeric-4.0,2674,41713,F56DE1 What is the highest level of education your mother successfully completed? (Germany 1),Group Socio-demographics
edumade2,"Mother's highest level of education, Germany:
h??chster Studienabschluss",yes,nominal,discrete,numeric-4.0,2723,41664,F56DE2 What is the highest level of education your mother successfully completed? (Germany 2),Group Socio-demographics
edumade3,"Mother's highest level of education, Germany: h??chster
Ausbildungsabschluss",yes,nominal,discrete,numeric-4.0,2623,41764,F56DE3 What is the highest level of education your mother successfully completed? (Germany 3),Group Socio-demographics
edlvmdee,"Mother's highest level of education, Estonia",yes,nominal,discrete,numeric-4.0,1938,42449,F56EE What is the highest level of education your mother successfully completed? (Estonia),Group Socio-demographics
edlvmfes,"Mother's highest level of education, Spain",yes,nominal,discrete,numeric-4.0,1889,42498,F56ES What is the highest level of education your mother successfully completed? (Spain),Group Socio-demographics
edlvmdfi,"Mother's highest level of education, Finland",yes,nominal,discrete,numeric-4.0,1877,42510,F56FI What is the highest level of education your mother successfully completed? (Finland),Group Socio-demographics
edlvmdfr,"Mother's highest level of education, France",yes,nominal,discrete,numeric-4.0,1812,42575,F56FR What is the highest level of education your mother successfully completed? (France),Group Socio-demographics
edumbgb1,"Mother's highest level of education, United Kingdom: Up to 2 or more A-levels or equivalent",yes,nominal,discrete,numeric-4.0,1689,42698,F56GB1 What is the highest level of education your mother successfully completed? (United Kingdom 1),Group Socio-demographics
edumagb2,"Mother's highest level of education, United Kingdom: Up to Ph.D or equivalent",yes,nominal,discrete,numeric-4.0,1689,42698,F56GB2 What is the highest level of education your mother successfully completed? (United Kingdom 2),Group Socio-demographics
edagemgb,"Mother's age when completed full time education, United Kingdom",yes,nominal,continuous,numeric-4.0,1552,42835,F56GB3 How old was your mother when she completed continuous full- time education? (United Kingdom),Group Socio-demographics
edlvmdhu,"Mother's highest level of education, Hungary",yes,nominal,discrete,numeric-4.0,1519,42868,F56HU What is the highest level of education your mother successfully completed? (Hungary),Group Socio-demographics
edlvmdie,"Mother's highest level of education, Ireland",yes,nominal,discrete,numeric-4.0,2534,41853,F56IE What is the highest level of education your mother successfully completed? (Ireland),Group Socio-demographics
edumbil1,"Mother's highest level of education, Israeli education, Israel",yes,nominal,discrete,numeric-4.0,2356,42031,F56IL What is the highest level of education your mother successfully completed? (Israel 1),Group Socio-demographics
edumail2,"Mother's highest level of education, Russian education, Israel",yes,nominal,discrete,numeric-4.0,229,44158,F56IL What is the highest level of education your mother successfully completed? (Israel 2),Group Socio-demographics
edlvmdis,"Mother's highest level of education, Iceland",yes,nominal,discrete,numeric-4.0,857,43530,F56IS What is the highest level of education your mother successfully completed? (Iceland),Group Socio-demographics
edlvmdit,"Mother's highest level of education, Italy",yes,nominal,discrete,numeric-4.0,2476,41911,F56IT What is the highest level of education your mother successfully completed? (Italy),Group Socio-demographics
edlvmdlt,"Mother's highest level of education, Lithuania",yes,nominal,discrete,numeric-4.0,1931,42456,F56LT What is the highest level of education your mother successfully completed? (Lithuania),Group Socio-demographics
edlvmenl,"Mother's highest level of education, Netherlands",yes,nominal,discrete,numeric-4.0,1538,42849,F56NL What is the highest level of education your mother successfully completed? (Netherlands),Group Socio-demographics
edlvmdno,"Mother's highest level of education, Norway",yes,nominal,discrete,numeric-4.0,1516,42871,F56NO What is the highest level of education your mother successfully completed? (Norway),Group Socio-demographics
edlvmepl,"Mother's highest level of education, Poland",yes,nominal,discrete,numeric-4.0,1600,42787,F56PL What is the highest level of education your mother successfully completed? (Poland),Group Socio-demographics
edlvmdpt,"Mother's highest level of education, Portugal",yes,nominal,discrete,numeric-4.0,1208,43179,F56PT What is the highest level of education your mother successfully completed? (Portugal),Group Socio-demographics
edlvmdru,"Mother's highest level of education, Russian Federation",yes,nominal,discrete,numeric-4.0,2153,42234,F56RU What is the highest level of education your mother successfully completed? (Russian Federation),Group Socio-demographics
edlvmdse,"Mother's highest level of education, Sweden",yes,nominal,discrete,numeric-4.0,1456,42931,F56SE What is the highest level of education your mother successfully completed? (Sweden),Group Socio-demographics
edlvmesi,"Mother's highest level of education, Slovenia",yes,nominal,discrete,numeric-4.0,1271,43116,F56SI What is the highest level of education your mother successfully completed? (Slovenia),Group Socio-demographics
emprm14,Mother's employment status when respondent 14,no,nominal,discrete,numeric-1.0,43415,972,"F57 When you were 14, did your mother work as an employee, was she self- employed, or was she not working then?",Group Socio-demographics
occm14b,Mother's occupation when respondent 14,no,nominal,discrete,numeric-2.0,25408,18979,F59 Which of the descriptions on this card best describes the sort of work she did when you were 14?,Group Socio-demographics
atncrse,"Improve knowledge/skills: course/lecture/conference, last 12 months",no,binary,discrete,numeric-1.0,44158,229,"F60 During the last twelve months, have you taken any course or attended any lecture or conference to improve your knowledge or skills for work?",Group Socio-demographics
anctry1,"First ancestry, European Standard Classification of Cultural and Ethnic Groups",no,nominal,discrete,numeric-6.0,44068,319,F61 How would you describe your ancestry? Ancestry 1,Group Socio-demographics
anctry2,"Second ancestry, European Standard Classification of Cultural and Ethnic Groups",no,nominal,discrete,numeric-6.0,11221,33166,F61 How would you describe your ancestry? Ancestry 2,Group Socio-demographics
region,Region,no,nominal,discrete,character-5,44386,1,R Region,Group Socio-demographics
regunit,Regional unit,no,nominal,discrete,numeric-1.0,44387,0,R11 Level of regional unit,Group Socio-demographics
intewde,"Place of interview: East, West Germany",yes,nominal,discrete,numeric-1.0,2852,41535,R12 Interview in East or West Germany,Group Socio-demographics
ipcrtiv,Important to think new ideas and being creative,no,ordinal,discrete,numeric-1.0,43540,847,Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. Thinking up new ideas and being creative is important to her/him. She/he likes to do things in her/his own original way.,Group Human values
imprich,"Important to be rich, have money and expensive things",no,ordinal,discrete,numeric-1.0,43594,793,"Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. It is important to her/him to
be rich. She/he wants to have a lot of money and expensive things.",Group Human values
ipeqopt,Important that people are treated equally and have equal opportunities,no,ordinal,discrete,numeric-1.0,43567,820,ipeqopt? ,Group Human values
ipshabt,Important to show abilities and be admired,no,ordinal,discrete,numeric-1.0,43491,896,Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. It's important to her/him to show her/his abilities. She/he wants people to admire what she/he does.,Group Human values
impsafe,Important to live in secure and safe surroundings,no,ordinal,discrete,numeric-1.0,43641,746,Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. It is important to her/him to live in secure surroundings. She/he avoids anything that might endanger her/his safety.,Group Human values
impdiff,Important to try new and different things in life,no,ordinal,discrete,numeric-1.0,43562,825,impdiff? ,Group Human values
ipfrule,Important to do what is told and follow rules,no,ordinal,discrete,numeric-1.0,43366,1021,ipfrule? ,Group Human values
ipudrst,Important to understand different people,no,ordinal,discrete,numeric-1.0,43505,882,ipudrst? ,Group Human values
ipmodst,"Important to be humble and modest, not draw attention",no,ordinal,discrete,numeric-1.0,43529,858,Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. It is important to her/him to be humble and modest. She/he tries not to draw attention to herself/himself.,Group Human values
ipgdtim,Important to have a good time,no,ordinal,discrete,numeric-1.0,43571,816,Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. Having a good time is important to her/him. She/he likes to 'spoil' herself/ himself.,Group Human values
impfree,Important to make own decisions and be free,no,ordinal,discrete,numeric-1.0,43591,796,"Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. It is important to her/him to make her/his own decisions about what she/he does. She/he likes to be free and
not depend on others.",Group Human values
iphlppl,Important to help people and care for others well-being,no,ordinal,discrete,numeric-1.0,43586,801,Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. It's very important to her/him to help the people around her/him. She/he wants to care for their well-being.,Group Human values
ipsuces,Important to be successful and that people recognize achievements,no,ordinal,discrete,numeric-1.0,43459,928,"Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. Being very
successful is important to her/him. She/ he hopes people will recognise her/his achievements.",Group Human values
ipstrgv,Important that government is strong and ensures safety,no,ordinal,discrete,numeric-1.0,43385,1002,ipstrgv? ,Group Human values
ipadvnt,Important to seek adventures and have an exciting life,no,ordinal,discrete,numeric-1.0,43548,839,Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. She/he looks for adventures and likes to take risks. She/he wants to have an exciting life.,Group Human values
ipbhprp,Important to behave properly,no,ordinal,discrete,numeric-1.0,43511,876,Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. It is important to her/him always to behave properly. She/he wants to avoid doing anything people would say is wrong.,Group Human values
iprspot,Important to get respect from others,no,ordinal,discrete,numeric-1.0,43385,1002,"Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. It is important to her/him to
get respect from others. She/he wants people to do what she/he says.",Group Human values
iplylfr,Important to be loyal to friends and devote to people close,no,ordinal,discrete,numeric-1.0,43610,777,Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. It is important to her/him to be loyal to her/his friends. She/he wants to devote herself/himself to people close to her/him.,Group Human values
impenv,Important to care for nature and environment,no,ordinal,discrete,numeric-1.0,43628,759,Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. She/he strongly believes that people should care for nature. Looking after the environment is important to her/him.,Group Human values
imptrad,Important to follow traditions and customs,no,ordinal,discrete,numeric-1.0,43633,754,"Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. Tradition is important to her/him. She/he tries to follow the customs
handed down by her/his religion or her/ his family.",Group Human values
impfun,Important to seek fun and things that give pleasure,no,ordinal,discrete,numeric-1.0,43563,824,Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. She/he seeks every chance she/ he can to have fun. It is important to her/him to do things that give her/him pleasure.,Group Human values
name,Title of dataset,no,nominal,discrete,character-12,44387,0,1 Title of dataset,Group Administrative variables
essround,ESS round,no,nominal,discrete,numeric-2.0,44387,0,2 ESS round,Group Administrative variables
edition,Edition,no,nominal,discrete,character-3,44387,0,3 Edition,Group Administrative variables
proddate,Production date,no,ordinal,discrete,character-10,44387,0,4 Production date,Group Administrative variables
idno,Respondent's identification number,no,nominal,discrete,numeric-12.0,44387,0,6 Respondent's identification number,Group Administrative variables
inwdds,"Start of interview, day of month",no,continuous,continuous,numeric-2.0,44364,23,"R2 Start of interview, day of month",Group Administrative variables
inwmms,"Start of interview, month",no,continuous,continuous,numeric-2.0,44365,22,"R3 Start of interview, month",Group Administrative variables
inwyys,"Start of interview, year",no,continuous,continuous,numeric-4.0,44365,22,"R4 Start of interview, year",Group Administrative variables
inwshh,"Start of interview, hour",no,continuous,continuous,numeric-2.0,44352,35,"R5 Start of interview, hour",Group Administrative variables
inwsmm,"Start of interview, minute",no,continuous,continuous,numeric-2.0,44353,34,"R6 Start of interview, minute",Group Administrative variables
inwdde,"End of interview, day of month",no,continuous,continuous,numeric-2.0,44377,10,"R7 End of interview, day of month",Group Administrative variables
inwmme,"End of interview, month",no,continuous,continuous,numeric-2.0,44378,9,"R8 End of interview, month",Group Administrative variables
inwyye,"End of interview, year",no,continuous,continuous,numeric-4.0,44378,9,"R9 End of interview, year",Group Administrative variables
inwehh,"End of interview, hour",no,continuous,continuous,numeric-2.0,43976,411,"R10 End of interview, hour",Group Administrative variables
inwemm,"End of interview, minute",no,continuous,continuous,numeric-2.0,43977,410,"R11 End of interview, minute",Group Administrative variables
inwtm,"Interview length in minutes, main questionnaire",no,continuous,continuous,numeric-4.0,43250,1137,"R20 Interview length in minutes, main questionnaire (calculated)",Group Administrative variables
